"Language",										"original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"str_cfgweapons_makarovij700",					"Makarov IJ-70","Makarov IJ-70","Makarov IJ-70","Makarov IJ-70","Макаров ИЖ-70","Makarov IJ-70","Makarov IJ-70","Makarov IJ-70","Makarov IJ-70","Makarov IJ-70","Makarov IJ-70","Makarov IJ-70","Makarov IJ-70","Makarov IJ-70",
"str_cfgweapons_makarovij701",					"Semi-automatic pistol, fed from a detachable magazine. Produced in large quantities. Uses standard .380 Auto rounds.","Semi-automatic pistol, fed from a detachable magazine. Produced in large quantities. Uses standard .380 Auto rounds.","Poloautomatická pistole. Munice dodávána odnímatelným zásobníkem. Masově vyráběna. Používá standardní munici .380 Auto.","Halbautomatische Pistole mit abnehmbarem Magazin, die in Massenfertigung hergestellt wird. Nutzt standardisierte .380 Automatik-Munition.","Полуавтоматический пистолет со съемным магазином. Производится в больших количествах. Использует стандартные патроны .380 Auto.","Półautomatyczny pistolet z zewnętrznym magazynkiem. Produkowany masowo. Strzela standardową amunicją .380.","Semi-automatic pistol, fed from a detachable magazine. Produced in large quantities. Uses standard .380 Auto rounds.","Pistola semi-automatica con alimentazione mediante un caricatore estraibile. Prodotta in grandi quantità. Utilizza munizioni calibro .380 Auto.","Pistola semiautomática que usa un cargador desmontable. Se fabrica de manera industrial y usa proyectiles básicos de .380.","Un pistolet semi-automatique avec chargeur amovible de calibre 380 ACP. Arme très commune.","半自動式手槍，以可拆卸的彈匣供彈。大量生產的成品。使用 .380 標準自動子彈。","取り外し可能なマガジンから装填する、セミオート式ピストル。大量生産された。標準の .380 オート弾薬を使う。","Semi-automatic pistol, fed from a detachable magazine. Produced in large quantities. Uses standard .380 Auto rounds.","从可拆卸弹匣送弹的半自动手枪。大量生产。使用标准的 .380 子弹。",

"str_cfgweapons_longhorn0",						"T/C Contender G2","T/C Contender G2","T/C Contender G2","T/C Contender G2","T/C Contender G2","T/C Contender G2","T/C Contender G2","T/C Contender G2","T/C Contender G2","T/C Contender G2","T/C Contender G2","T/C Contender G2","T/C Contender G2","T/C Contender G2",
"str_cfgweapons_longhorn1",						"Single shot break action hunting pistol. Sturdy and accurate at long ranges. Uses .308 WIN rounds.","Single shot break action hunting pistol. Sturdy and accurate at long ranges. Uses .308 WIN rounds.","Jednoranná lámací lovecká pistole. Odolná a přesná i na velké vzdálenosti. Používá munici .308 WIN.","Einzelschuss-Kipplauf-Jagdpistole. Stabil und genau auf große Distanzen. Nutzt .308 WIN-Munition.","Однозарядный охотничий пистолет с переломным затвором. Надежный и меткий на больших расстояниях. Использует патроны калибра .308 WIN.","Jednostrzałowy, łamany pistolet myśliwski. Wytrzymały i celny nawet na większych dystansach. Strzela amunicją .308 Win.","Single shot break action hunting pistol. Sturdy and accurate at long ranges. Uses .308 WIN rounds.","Pistola da caccia a canna basculante e colpo singolo, robusta e precisa su lunghe distanze. Utilizza munizioni calibro .308 WIN.","Pistola de caza de cañón basculante y un solo disparo. Férrea y precisa a larga distancia. Usa proyectiles de .308 WIN.","Pistolet de chasse à tir unique de calibre .308 Win. Solide, il reste précis sur de grandes distances.","單發中折式狩獵手槍。相當耐用，在長距離時非常準確。使用 .308 WIN 子彈。","単発中折式狩猟用ピストル。頑丈で長距離でも正確。.308 WIN 弾薬を使う。","Single shot break action hunting pistol. Sturdy and accurate at long ranges. Uses .308 WIN rounds.","单发折管式狩猎手枪。结实耐用，远程射击准确。使用 .308 WIN 子弹。",

"str_cfgweapons_glock190",						"Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19",
"str_cfgweapons_glock191",						"Semi-automatic pistol, fed from a detachable magazine. Affordable and compact, it's very popular. Uses 9x19mm rounds.","Semi-automatic pistol, fed from a detachable magazine. Affordable and compact, it's very popular. Uses 9x19mm rounds.","Poloautomatická pistole. Munice dodávána odnímatelným zásobníkem. Díky kompaktním rozměrům a dostupné ceně je to velmi oblíbená zbraň. Používá munici 9x19 mm.","Halbautomatische Pistole mit abnehmbarem Magazin. Beliebt aufgrund ihrer guten Qualität und Erschwinglichkeit. Nutzt 9x19mm-Munition.","Полуавтоматический пистолет со съемным магазином. Популярен благодаря своей компактности и доступной цене. Использует патроны калибра 9x19 мм.","Półautomatyczny pistolet z zewnętrznym magazynkiem. Niedrogi i małych rozmiarów, cieszy się dużą popularnością. Strzela amunicją 9x19 mm.","Semi-automatic pistol, fed from a detachable magazine. Affordable and compact, it's very popular. Uses 9x19mm rounds.","Pistola semiautomatica con alimentazione mediante un caricatore estraibile. Conveniente e compatta, è molto popolare. Utilizza munizioni calibro 9x19 mm.","Pistola semiautomática que usa un cargador desmontable. Muy popular gracias a su precio y a su tamaño compacto. Usa proyectiles de 9x19 mm.","Un pistolet semi-automatique avec chargeur amovible. Il est très populaire en raison de son excellent rapport qualité/prix. Il utilise des balles de calibre 9x19 mm.","半自動式手槍，以可拆卸的彈匣供彈。因為價格低廉且結構小巧而廣受歡迎。使用 9x19mm 子彈。","取り外し可能なマガジンから装填する、セミオート式ピストル。良質でお手頃価格なため人気。9x19mm 弾薬を使う。","Semi-automatic pistol, fed from a detachable magazine. Affordable and compact, it's very popular. Uses 9x19mm rounds.","从可拆卸弹匣送弹的半自动手枪。价格便宜，小巧便携，广受欢迎。使用 9x19 毫米子弹。",

"str_cfgweapons_cz750",							"CZ-75","CZ-75","CZ-75","CZ-75","CZ-75","CZ-75","CZ-75","CZ-75","CZ-75","CZ-75","CZ-75","CZ-75","CZ-75","CZ-75",
"str_cfgweapons_cz751",							"Semi-automatic pistol, fed from a detachable magazine. Popular due to good quality and affordable price. Uses 9x19mm rounds.","Semi-automatic pistol, fed from a detachable magazine. Popular due to good quality and affordable price. Uses 9x19mm rounds.","Poloautomatická pistole. Munice dodávána odnímatelným zásobníkem. Díky dobré kvalitě a dostupné ceně je to velmi oblíbená zbraň. Používá munici 9x19 mm.","Halbautomatische Pistole mit abnehmbarem Magazin. Beliebt aufgrund ihrer guten Qualität und Erschwinglichkeit. Nutzt 9x19mm-Munition.","Полуавтоматический пистолет со съемным магазином. Популярен благодаря хорошему качеству и доступной цене. Использует патроны калибра 9x19 мм.","Półautomatyczny pistolet z zewnętrznym magazynkiem. Popularny ze względu na stosunek ceny do jakości. Strzela amunicją 9x19 mm.","Semi-automatic pistol, fed from a detachable magazine. Popular due to good quality and affordable price. Uses 9x19mm rounds.","Pistola semiautomatica con alimentazione a caricatore estraibile. Popolare grazie alla buona qualità e al prezzo accessibile. Utilizza munizioni calibro 9x19 mm.","Pistola semiautomática que usa un cargador desmontable. Popular debido a su buena calidad y a su precio asequible. Usa proyectiles de 9x19 mm.","Un pistolet semi-automatique avec chargeur amovible de calibre 9x19 mm. Populaire en raison de son rapport qualité/prix avantageux.","半自動式手槍，以可拆卸的彈匣供彈。因為品質優良且價格低廉而廣受歡迎。使用 9x19mm 子彈。","取り外し可能なマガジンから装填する、セミオート式ピストル。良質でお手頃価格なため人気。9x19mm 弾薬を使う。","Semi-automatic pistol, fed from a detachable magazine. Popular due to good quality and affordable price. Uses 9x19mm rounds.","从可拆卸弹匣送弹的半自动手枪。因物美价廉而深受欢迎。使用 9x19mm 子弹。",

"str_cfgweapons_fnx450",						"FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45",
"str_cfgweapons_fnx451",						"Semi-automatic pistol, fed from a detachable magazine. Made in tactical variant. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Made in tactical variant. Uses .45 ACP rounds.","Poloautomatická pistole. Munice dodávána odnímatelným zásobníkem. Vyrobeno v taktické variantě. Používá munici .45 ACP.","Halbautomatische Pistole mit abnehmbarem Magazin in taktischer Variante. Nutzt .45 ACP-Munition.","Полуавтоматический пистолет со съемным магазином. Тактическая модификация. Использует патроны калибра .45 ACP.","Półautomatyczny pistolet z zewnętrznym magazynkiem. Wersja taktyczna. Strzela amunicją .45 ACP.","Semi-automatic pistol, fed from a detachable magazine. Made in tactical variant. Uses .45 ACP rounds.","Pistola semi-automatica con alimentazione mediante un caricatore estraibile. Realizzata nella variante tattica. Utilizza munizioni calibro .45 ACP.","Pistola semiautomática, alimentada por un cargador desmontable. Tiene una variante táctica. Usa proyectiles de .45 ACP.","Un pistolet semi-automatique avec chargeur amovible de calibre .45 ACP. Disponible en variante tactique.","半自動式手槍，以可拆卸的彈匣供彈。戰術型態。使用 .45 ACP 子彈。","取り外し可能なマガジンから装填する、セミオート式ピストル。戦略バリエーションで作られている。.45 ACP 弾薬を使う。","Semi-automatic pistol, fed from a detachable magazine. Made in tactical variant. Uses .45 ACP rounds.","从可拆卸弹匣送弹的半自动手枪。战术型。使用 .45 ACP 子弹。",

"str_cfgweapons_colt19110",						"Colt M1911","Colt M1911","Colt M1911","Colt M1911","Colt M1911","Colt M1911","Colt M1911","Colt M1911","Colt M1911","Colt M1911","Colt M1911","Colt M1911","Colt M1911","Colt M1911",
"str_cfgweapons_colt19111",						"Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.",
